"list_name","name","label","DISTRICT","PROPERTY","VEG_LIST"
"LAND_SYSTEM","Acacia","Acacia","Barkly","",""
"LAND_SYSTEM","Ammaroo","Ammaroo","Barkly","",""
"LAND_SYSTEM","Argadargada","Argadargada","Barkly","",""
"LAND_SYSTEM","Ashburton","Ashburton","Barkly","",""
"LAND_SYSTEM","Atlas-B32","Atlas-B32","Barkly","",""
"LAND_SYSTEM","Atlas-BV1","Atlas-BV1","Barkly","",""
"LAND_SYSTEM","Atlas-II6","Atlas-II6","Barkly","",""
"LAND_SYSTEM","Atlas-Ms14","Atlas-Ms14","Barkly","",""
"LAND_SYSTEM","Austral","Austral","Barkly","",""
"LAND_SYSTEM","Barkly1","Barkly1","Barkly","",""
"LAND_SYSTEM","Barkly2","Barkly2","Barkly","",""
"LAND_SYSTEM","Barkly3","Barkly3","Barkly","",""
"LAND_SYSTEM","Beetaloo","Beetaloo","Barkly","",""
"LAND_SYSTEM","Benmara","Benmara","Barkly","",""
"LAND_SYSTEM","Boomerang","Boomerang","Barkly","",""
"LAND_SYSTEM","Bukalara","Bukalara","Barkly","",""
"LAND_SYSTEM","Camil","Camil","Barkly","",""
"LAND_SYSTEM","Camilrock","Camilrock","Barkly","",""
"LAND_SYSTEM","Cliffdale","Cliffdale","Barkly","",""
"LAND_SYSTEM","Coolibah","Coolibah","Barkly","",""
"LAND_SYSTEM","Cresswell","Cresswell","Barkly","",""
"LAND_SYSTEM","Creswell","Creswell","Barkly","",""
"LAND_SYSTEM","Downs","Downs","Barkly","",""
"LAND_SYSTEM","Drylake","Drylake","Barkly","",""
"LAND_SYSTEM","Eleanor","Eleanor","Barkly","",""
"LAND_SYSTEM","Elliott","Elliott","Barkly","",""
"LAND_SYSTEM","Emmerugga","Emmerugga","Barkly","",""
"LAND_SYSTEM","Frog","Frog","Barkly","",""
"LAND_SYSTEM","Gallipoli","Gallipoli","Barkly","",""
"LAND_SYSTEM","Georgina","Georgina","Barkly","",""
"LAND_SYSTEM","Gosse","Gosse","Barkly","",""
"LAND_SYSTEM","HelenSprings","HelenSprings","Barkly","",""
"LAND_SYSTEM","Hogarth","Hogarth","Barkly","",""
"LAND_SYSTEM","HorseCreek","HorseCreek","Barkly","",""
"LAND_SYSTEM","Joanundah","Joanundah","Barkly","",""
"LAND_SYSTEM","Kallala","Kallala","Barkly","",""
"LAND_SYSTEM","Lancewood2","Lancewood2","Barkly","",""
"LAND_SYSTEM","McArthur","McArthur","Barkly","",""
"LAND_SYSTEM","Mitchiebo","Mitchiebo","Barkly","",""
"LAND_SYSTEM","MtIsa","MtIsa","Barkly","",""
"LAND_SYSTEM","Murphy","Murphy","Barkly","",""
"LAND_SYSTEM","Nicholson","Nicholson","Barkly","",""
"LAND_SYSTEM","October","October","Barkly","",""
"LAND_SYSTEM","OKeefe","OKeefe","Barkly","",""
"LAND_SYSTEM","Ooratippra","Ooratippra","Barkly","",""
"LAND_SYSTEM","Pollyarra","Pollyarra","Barkly","",""
"LAND_SYSTEM","Pollyarra-Creswell","Pollyarra-Creswell","Barkly","",""
"LAND_SYSTEM","Prentice","Prentice","Barkly","",""
"LAND_SYSTEM","Redsan","Redsan","Barkly","",""
"LAND_SYSTEM","Running","Running","Barkly","",""
"LAND_SYSTEM","Seigal","Seigal","Barkly","",""
"LAND_SYSTEM","Shadforth","Shadforth","Barkly","",""
"LAND_SYSTEM","Singleton","Singleton","Barkly","",""
"LAND_SYSTEM","Surprise","Surprise","Barkly","",""
"LAND_SYSTEM","Sylvester","Sylvester","Barkly","",""
"LAND_SYSTEM","Tobermorey","Tobermorey","Barkly","",""
"LAND_SYSTEM","TP","TP","Barkly","",""
"LAND_SYSTEM","Wearyan","Wearyan","Barkly","",""
"LAND_SYSTEM","Wilfred","Wilfred","Barkly","",""
"LAND_SYSTEM","Wonardo","Wonardo","Barkly","",""
"LAND_SYSTEM","Wonorah","Wonorah","Barkly","",""
"LAND_SYSTEM","Wonorah-Barkly1","Wonorah-Barkly1","Barkly","",""
"LAND_SYSTEM","Wonorah-Creswell","Wonorah-Creswell","Barkly","",""
"LAND_SYSTEM","Wulkulyi","Wulkulyi","Barkly","",""
"LAND_SYSTEM","Yelvertoft","Yelvertoft","Barkly","",""
"LAND_SYSTEM","unknown","Unknown","Barkly","",""
"LAND_SYSTEM","other","Other","Barkly","",""
"LAND_SYSTEM","Anopheles1","Anopheles1","Darwin","",""
"LAND_SYSTEM","Baker","Baker","Darwin","",""
"LAND_SYSTEM","Banyan","Banyan","Darwin","",""
"LAND_SYSTEM","Bend","Bend","Darwin","",""
"LAND_SYSTEM","Blain","Blain","Darwin","",""
"LAND_SYSTEM","Buldiva","Buldiva","Darwin","",""
"LAND_SYSTEM","Buley","Buley","Darwin","",""
"LAND_SYSTEM","Carpentaria1","Carpentaria1","Darwin","",""
"LAND_SYSTEM","Carpentariadunes","Carpentariadunes","Darwin","",""
"LAND_SYSTEM","Claravale","Claravale","Darwin","",""
"LAND_SYSTEM","Copeman","Copeman","Darwin","",""
"LAND_SYSTEM","Cully","Cully","Darwin","",""
"LAND_SYSTEM","Currency","Currency","Darwin","",""
"LAND_SYSTEM","Cyperus","Cyperus","Darwin","",""
"LAND_SYSTEM","Daly","Daly","Darwin","",""
"LAND_SYSTEM","Dalyterrace","Dalyterrace","Darwin","",""
"LAND_SYSTEM","Dinnabung1","Dinnabung1","Darwin","",""
"LAND_SYSTEM","Douglas","Douglas","Darwin","",""
"LAND_SYSTEM","Effington","Effington","Darwin","",""
"LAND_SYSTEM","Fabian","Fabian","Darwin","",""
"LAND_SYSTEM","Fitzmaurice","Fitzmaurice","Darwin","",""
"LAND_SYSTEM","Flatwood","Flatwood","Darwin","",""
"LAND_SYSTEM","Frayne3","Frayne3","Darwin","",""
"LAND_SYSTEM","Grappa","Grappa","Darwin","",""
"LAND_SYSTEM","GreenAnt","GreenAnt","Darwin","",""
"LAND_SYSTEM","Gregory","Gregory","Darwin","",""
"LAND_SYSTEM","Hayes","Hayes","Darwin","",""
"LAND_SYSTEM","Hayward","Hayward","Darwin","",""
"LAND_SYSTEM","Hermit","Hermit","Darwin","",""
"LAND_SYSTEM","Hermitrise","Hermitrise","Darwin","",""
"LAND_SYSTEM","Jasper","Jasper","Darwin","",""
